Tolerance (%),boeck2015/tempodetector2016_default,boeck2019/multi_task,boeck2019/multi_task_hjdb,boeck2020/dar,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018,sun2021/default
0.0055,0.340393343419062,0.25113464447806355,0.25718608169440244,0.4568835098335855,0.07110438729198185,0.1800302571860817,0.1951588502269289,0.22239031770045387,0.2708018154311649,0.2813918305597579,0.3071104387291982,0.26626323751891073,0.26777609682299547
0.006,0.36459909228441756,0.2859304084720121,0.3040847201210287,0.4947049924357035,0.07110438729198185,0.18910741301059,0.20121028744326777,0.24357034795763993,0.3237518910741301,0.3313161875945537,0.3524962178517398,0.2950075642965204,0.3585476550680787
0.0065,0.37367624810892586,0.3161875945537065,0.3630862329803328,0.5219364599092284,0.07110438729198185,0.19667170953101362,0.20726172465960666,0.24962178517397882,0.32829046898638425,0.33434190620272314,0.3524962178517398,0.2980332829046899,0.3585476550680787
0.007,0.37972768532526474,0.37367624810892586,0.4175491679273828,0.5431164901664145,0.08925869894099848,0.23903177004538578,0.29652042360060515,0.3101361573373676,0.39636913767019666,0.37821482602118,0.39334341906202724,0.3434190620272315,0.3918305597579425
0.0075,0.37972768532526474,0.43872919818456885,0.5007564296520424,0.5642965204236006,0.09984871406959153,0.2950075642965204,0.37821482602118,0.46444780635400906,0.5703479576399395,0.5794251134644478,0.6006051437216339,0.5506807866868382,0.529500756429652
0.008,0.3918305597579425,0.49016641452344933,0.5506807866868382,0.5885022692889561,0.09984871406959153,0.34190620272314676,0.4689863842662632,0.5809379727685325,0.6853252647503782,0.7019667170953101,0.7276853252647504,0.6792738275340393,0.6580937972768532
0.0085,0.45537065052950076,0.5249621785173979,0.5869894099848714,0.6081694402420574,0.11800302571860817,0.5022692889561271,0.5446293494704992,0.6354009077155824,0.7397881996974282,0.7503782148260212,0.7760968229954615,0.7276853252647504,0.7186081694402421
0.009,0.45537065052950076,0.5582450832072617,0.6248108925869894,0.6399394856278366,0.12102874432677761,0.5068078668683812,0.5537065052950075,0.6444780635400907,0.7488653555219364,0.7609682299546142,0.7881996974281392,0.7397881996974282,0.7307110438729199
0.0095,0.45537065052950076,0.583963691376702,0.653555219364599,0.653555219364599,0.12708018154311648,0.5083207261724659,0.5552193645990923,0.6475037821482602,0.7518910741301059,0.7639939485627837,0.7912254160363086,0.7428139183055976,0.7382753403933434
0.01,0.4599092284417549,0.5960665658093798,0.6717095310136157,0.6747352496217852,0.13161875945537066,0.5264750378214826,0.556732223903177,0.649016641452345,0.7534039334341907,0.7639939485627837,0.7912254160363086,0.7428139183055976,0.7413010590015129
0.0105,0.4947049924357035,0.6111951588502269,0.6822995461422088,0.708018154311649,0.13161875945537066,0.529500756429652,0.5582450832072617,0.649016641452345,0.7534039334341907,0.7670196671709532,0.7957639939485628,0.745839636913767,0.7473524962178517
0.011,0.4962178517397882,0.6293494704992436,0.6913767019667171,0.7261724659606656,0.1437216338880484,0.5325264750378215,0.5597579425113465,0.6505295007564297,0.7579425113464447,0.7700453857791225,0.7987897125567323,0.7473524962178517,0.7518910741301059
0.0115,0.5083207261724659,0.6354009077155824,0.7019667170953101,0.7382753403933434,0.1437216338880484,0.5325264750378215,0.5612708018154312,0.6520423600605144,0.7594553706505295,0.7927382753403933,0.8169440242057489,0.7579425113464447,0.7881996974281392
0.012,0.5143721633888049,0.6459909228441755,0.7095310136157338,0.7518910741301059,0.1437216338880484,0.5370650529500757,0.5627836611195158,0.6580937972768532,0.7821482602118003,0.81089258698941,0.8335854765506808,0.7639939485627837,0.8093797276853253
0.0125,0.5204236006051437,0.649016641452345,0.7201210287443268,0.7700453857791225,0.1437216338880484,0.5416036308623298,0.5642965204236006,0.6580937972768532,0.783661119515885,0.8139183055975794,0.8396369137670197,0.7700453857791225,0.8184568835098336
0.013,0.5204236006051437,0.6565809379727685,0.7246596066565809,0.789712556732224,0.14523449319213314,0.5431164901664145,0.5703479576399395,0.659606656580938,0.7851739788199698,0.8154311649016641,0.8411497730711044,0.773071104387292,0.8184568835098336
0.0135,0.5279878971255674,0.6626323751891074,0.7291981845688351,0.8018154311649016,0.1588502269288956,0.5658093797276853,0.5763993948562783,0.6656580937972768,0.7912254160363086,0.8214826021180031,0.8472012102874432,0.7806354009077155,0.8229954614220878
0.014,0.5279878971255674,0.6671709531013615,0.7337367624810892,0.8078668683812406,0.1588502269288956,0.56732223903177,0.5779122541603631,0.6656580937972768,0.7912254160363086,0.8214826021180031,0.8502269288956127,0.7806354009077155,0.8275340393343419
0.0145,0.556732223903177,0.6762481089258698,0.7367624810892587,0.8169440242057489,0.1588502269288956,0.56732223903177,0.594553706505295,0.6883509833585476,0.8245083207261724,0.8547655068078669,0.8850226928895613,0.8139183055975794,0.8577912254160364
0.015,0.5763993948562783,0.680786686838124,0.745839636913767,0.8245083207261724,0.1664145234493192,0.56732223903177,0.6021180030257186,0.6883509833585476,0.8245083207261724,0.8547655068078669,0.8850226928895613,0.8139183055975794,0.8638426626323752
0.0155,0.5763993948562783,0.6853252647503782,0.7503782148260212,0.8290468986384266,0.1664145234493192,0.56732223903177,0.6036308623298033,0.6883509833585476,0.8245083207261724,0.8547655068078669,0.8850226928895613,0.8139183055975794,0.8668683812405447
0.016,0.6051437216338881,0.6853252647503782,0.7518910741301059,0.8366111951588502,0.16792738275340394,0.56732223903177,0.6036308623298033,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.8910741301059002,0.8169440242057489,0.8729198184568835
0.0165,0.6051437216338881,0.686838124054463,0.7549167927382754,0.8396369137670197,0.16792738275340394,0.56732223903177,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.8910741301059002,0.8169440242057489,0.8729198184568835
0.017,0.6051437216338881,0.686838124054463,0.7579425113464447,0.8441754916792739,0.1815431164901664,0.56732223903177,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.8925869894099848,0.8169440242057489,0.8744326777609682
0.0175,0.6308623298033282,0.6913767019667171,0.7609682299546142,0.848714069591528,0.24357034795763993,0.5688350983358548,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.8940998487140696,0.8229954614220878,0.875945537065053
0.018,0.6308623298033282,0.6944024205748865,0.7609682299546142,0.8547655068078669,0.24357034795763993,0.5688350983358548,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.897125567322239,0.8229954614220878,0.875945537065053
0.0185,0.6308623298033282,0.6944024205748865,0.762481089258699,0.859304084720121,0.24659606656580937,0.5688350983358548,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.897125567322239,0.8229954614220878,0.875945537065053
0.019,0.632375189107413,0.6959152798789713,0.7639939485627837,0.8653555219364599,0.2481089258698941,0.5688350983358548,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8774583963691377
0.0195,0.632375189107413,0.6959152798789713,0.7639939485627837,0.8668683812405447,0.25113464447806355,0.5688350983358548,0.6051437216338881,0.6883509833585476,0.8245083207261724,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8774583963691377
0.02,0.6338880484114977,0.6959152798789713,0.7639939485627837,0.8668683812405447,0.25113464447806355,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8819969742813918
0.0205,0.6338880484114977,0.6959152798789713,0.7639939485627837,0.8668683812405447,0.25113464447806355,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8819969742813918
0.021,0.6338880484114977,0.6959152798789713,0.7639939485627837,0.8668683812405447,0.25113464447806355,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8819969742813918
0.0215,0.6338880484114977,0.697428139183056,0.7639939485627837,0.8668683812405447,0.26021180030257185,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8608169440242057,0.897125567322239,0.8229954614220878,0.8880484114977307
0.022,0.6338880484114977,0.697428139183056,0.7639939485627837,0.8683812405446294,0.26021180030257185,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8229954614220878,0.8880484114977307
0.0225,0.6338880484114977,0.697428139183056,0.7639939485627837,0.8683812405446294,0.26021180030257185,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8229954614220878,0.8880484114977307
0.023,0.6354009077155824,0.697428139183056,0.7639939485627837,0.8683812405446294,0.26021180030257185,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8229954614220878,0.8880484114977307
0.0235,0.6369137670196672,0.697428139183056,0.7639939485627837,0.8683812405446294,0.2617246596066566,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8880484114977307
0.024,0.6369137670196672,0.697428139183056,0.7639939485627837,0.8683812405446294,0.2632375189107413,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8895612708018155
0.0245,0.6369137670196672,0.697428139183056,0.7639939485627837,0.8683812405446294,0.27382753403933435,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8895612708018155
0.025,0.6369137670196672,0.697428139183056,0.7639939485627837,0.8683812405446294,0.2783661119515885,0.5688350983358548,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0255,0.6369137670196672,0.697428139183056,0.7639939485627837,0.8683812405446294,0.2844175491679274,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.026,0.6369137670196672,0.6989409984871406,0.7639939485627837,0.8683812405446294,0.2844175491679274,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0265,0.6369137670196672,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.2844175491679274,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.027,0.6369137670196672,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.2844175491679274,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0275,0.6369137670196672,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.3040847201210287,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.028,0.6384266263237519,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.3040847201210287,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0285,0.6384266263237519,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.3040847201210287,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.029,0.6384266263237519,0.6989409984871406,0.7639939485627837,0.8714069591527988,0.3040847201210287,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0295,0.6384266263237519,0.7004538577912254,0.7639939485627837,0.8714069591527988,0.30559757942511345,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.03,0.6384266263237519,0.7004538577912254,0.7639939485627837,0.8714069591527988,0.30559757942511345,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0305,0.6384266263237519,0.7004538577912254,0.7655068078668684,0.8714069591527988,0.30559757942511345,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.031,0.6384266263237519,0.7004538577912254,0.7655068078668684,0.8714069591527988,0.30559757942511345,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.897125567322239,0.8245083207261724,0.8910741301059002
0.0315,0.6384266263237519,0.7004538577912254,0.7655068078668684,0.8714069591527988,0.30559757942511345,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.032,0.6384266263237519,0.7004538577912254,0.7655068078668684,0.8714069591527988,0.3071104387291982,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0325,0.6384266263237519,0.7004538577912254,0.7655068078668684,0.8714069591527988,0.3071104387291982,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.033,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8714069591527988,0.3494704992435703,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0335,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8714069591527988,0.3494704992435703,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.034,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8714069591527988,0.3494704992435703,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0345,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8729198184568835,0.3524962178517398,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.035,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8729198184568835,0.3524962178517398,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0355,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8729198184568835,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.036,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8729198184568835,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0365,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.037,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0375,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.038,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8623298033282905,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0385,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.039,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0395,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.04,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0405,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.041,0.6384266263237519,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0415,0.6399394856278366,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.042,0.6399394856278366,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5703479576399395,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0425,0.6399394856278366,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.043,0.6399394856278366,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6051437216338881,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0435,0.6399394856278366,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6066565809379728,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.044,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6066565809379728,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.0445,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6066565809379728,0.6898638426626323,0.8260211800302572,0.8638426626323752,0.8986384266263238,0.8245083207261724,0.8910741301059002
0.045,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.0455,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.046,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.0465,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.047,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.0475,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.048,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.0485,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.049,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.0495,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
0.05,0.6414523449319214,0.7004538577912254,0.7670196671709532,0.8744326777609682,0.3540090771558245,0.5718608169440242,0.6081694402420574,0.6913767019667171,0.8275340393343419,0.8653555219364599,0.9001512859304085,0.8260211800302572,0.8925869894099848
