Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017
0.032,0.65,0.72,0.83,0.81,0.81,0.81
0.0325,0.65,0.72,0.83,0.81,0.81,0.81
0.033,0.65,0.72,0.85,0.82,0.82,0.82
0.0335,0.65,0.73,0.85,0.82,0.82,0.82
0.034,0.65,0.73,0.85,0.82,0.82,0.82
0.0345,0.65,0.73,0.85,0.82,0.82,0.82
0.035,0.65,0.73,0.85,0.82,0.82,0.82
0.0355,0.65,0.75,0.85,0.82,0.82,0.82
0.036,0.65,0.75,0.85,0.82,0.82,0.82
0.0365,0.65,0.75,0.85,0.82,0.82,0.82
0.037,0.65,0.75,0.85,0.82,0.82,0.82
0.0375,0.65,0.75,0.85,0.82,0.82,0.82
0.038,0.65,0.75,0.85,0.82,0.82,0.82
0.0385,0.65,0.75,0.85,0.82,0.82,0.82
0.039,0.65,0.75,0.85,0.82,0.82,0.82
0.0395,0.65,0.75,0.85,0.82,0.82,0.82
0.04,0.65,0.75,0.85,0.82,0.82,0.82
0.0405,0.65,0.75,0.85,0.82,0.82,0.82
0.041,0.65,0.75,0.85,0.82,0.82,0.82
0.0415,0.65,0.75,0.85,0.82,0.82,0.82
0.042,0.65,0.75,0.85,0.82,0.82,0.82
0.0425,0.65,0.75,0.85,0.82,0.82,0.82
0.043,0.65,0.75,0.85,0.82,0.82,0.82
0.0435,0.65,0.75,0.85,0.82,0.82,0.82
0.044,0.65,0.75,0.85,0.82,0.82,0.82
0.0445,0.65,0.75,0.85,0.82,0.82,0.82
0.045,0.65,0.75,0.85,0.82,0.82,0.82
0.0455,0.65,0.75,0.85,0.82,0.82,0.82
0.046,0.65,0.75,0.85,0.82,0.82,0.82
0.0465,0.65,0.75,0.85,0.82,0.82,0.82
0.047,0.65,0.75,0.85,0.82,0.82,0.82
0.0475,0.65,0.75,0.85,0.82,0.82,0.82
0.048,0.65,0.75,0.85,0.82,0.82,0.82
0.0485,0.65,0.75,0.85,0.82,0.82,0.82
0.049,0.65,0.75,0.85,0.82,0.82,0.82
0.0495,0.65,0.75,0.85,0.82,0.82,0.82
0.05,0.65,0.75,0.85,0.82,0.82,0.82
