Estimator,boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
13,-0.0030611947445152556,0.012911739604394347,-0.0026846967047200565,0.0,0.0,-0.00449018459163986,-0.00449018459163986,0.00844887111585827
14,0.0009297394997600436,0.012350330809921083,0.0008768392709154391,0.0,0.0,-0.00026098507312947284,-0.00026098507312947284,-0.00026098507312947284
15,-0.012514087230518332,0.023660990917184422,0.0023529622205162616,0.0,0.0,-0.0005414455644423364,-0.0005414455644423364,-0.0005414455644423364
16,-0.0005045498935274176,0.01546838445538233,-0.0001280518537322218,0.0,0.0,-0.0019335397406520538,-0.0019335397406520538,-0.0019335397406520538
17,0.00903459650939294,0.032520799322324566,0.003960859440755577,0.0,0.0,-0.0007879248147022379,0.013425934404998391,-0.0007879248147022379
18,0.001957044181876054,0.01400217647174506,0.0008717293815975212,0.0,0.0,0.001957044181876054,0.001957044181876054,0.001957044181876054
19,-0.012056010238141518,0.03038673095818321,-0.0006354189279803055,0.0,0.0,-7.13460632975144e-05,-7.13460632975144e-05,-7.13460632975144e-05
20,-0.0032216136663734676,0.014066737045629413,0.0006043725535312529,0.0,0.0,0.0006156436525658574,0.0006156436525658574,0.0006156436525658574
21,-0.008204091846809453,0.017498586085761256,-0.0028498848307057186,0.0,0.0,-0.0004724550055660371,-0.0004724550055660371,-0.0004724550055660371
22,0.008372031207399112,0.036966643140270074,-0.0005063873115062902,0.0,0.0,0.004796845481891941,0.004796845481891941,0.004796845481891941
23,-0.011789451967997012,0.035848503150696646,0.00022825740893173016,-0.0007901155444612762,-0.0007901155444612762,-0.00032266674245034945,-0.00032266674245034945,-0.00032266674245034945
24,0.012017123525312565,0.02406225581518163,0.002231391884086117,0.0,0.0,0.000429149250100569,0.000429149250100569,0.000429149250100569
25,0.028999528488263964,0.043941402095853906,0.02328255964184213,0.0,0.0,-0.006037800611937444,-0.006037800611937444,-0.006037800611937444
26,0.004812170152572988,0.027659443322135296,0.00018121934671160153,0.0,0.0,4.805364279817974e-05,4.805364279817974e-05,4.805364279817974e-05
27,-0.005541132930300962,1.0295809332245238,-0.013306359180917403,1.0,1.0,-0.0048776723341569924,-0.0048776723341569924,-0.0048776723341569924
28,0.004598110858411719,0.0303007887909822,0.0018947464679821148,0.0,0.0,-0.0001611964835418086,-0.0001611964835418086,-0.0001611964835418086
29,-1.002793276654305,0.027578709300874422,0.00204815355964467,0.0,0.0,0.0013916279803497605,0.0013916279803497605,0.0013916279803497605
30,-1.0043632903097481,0.026008695645431578,0.00047813990420157373,-1.0,-1.0,-0.00017838567509325908,-0.9902629168100106,-0.00017838567509325908
31,0.007488166169410035,0.02477651688141317,-0.0020247288988159114,0.0,0.0,1.0110260515562842e-05,1.0110260515562842e-05,1.0110260515562842e-05
32,0.9984298464086284,0.0175339236411562,-0.5861684197973758,0.0,0.0,-0.0015701535913715337,-0.5793371529083237,-0.0015701535913715337
33,-0.004110667204367654,0.013177683507635358,-0.000284680984462948,-0.0004444019226978156,-0.0004444019226978156,-0.00027340988542820424,-0.00027340988542820424,-0.00027340988542820424
34,-0.008184138409084173,1.0109151930926559,-0.020561544869433707,0.0,0.0,-0.008184138409084173,0.010924684538620597,-0.008184138409084173
35,0.992569750040822,1.032483748299387,-0.0020081036369643175,0.0,0.0,-0.008854430766727428,-0.008854430766727428,-0.008854430766727428
36,0.0043746414255051436,0.027221914595067363,-0.00025630938035599147,0.0,0.0,-0.00038947508426934624,-0.00038947508426934624,-0.00038947508426934624
37,0.01250488216218591,0.019506436001086543,-0.0003981463314438462,0.000802886214872686,0.000802886214872686,0.0037937854501020663,0.0037937854501020663,0.0037937854501020663
38,-0.003940244851461176,0.017720055072787847,-0.0014746477412839343,1.0,0.0,-0.5795700001916393,-0.5795700001916393,-0.002512697555829167
39,0.007488166169410035,0.02477651688141317,-0.0020247288988159114,0.0,0.0,1.0110260515562842e-05,1.0110260515562842e-05,1.0110260515562842e-05
40,0.016322802024775828,0.01782127662039952,-0.0015510272786011816,0.0,0.0,0.0004157233319022266,0.0004157233319022266,0.0004157233319022266
41,0.0001356197080696747,0.012180751997938728,-0.000949695092208687,0.0,0.0,0.0001356197080696747,0.0001356197080696747,0.0001356197080696747
42,0.006216385179941476,0.004254910720796652,-0.0009629869838674355,0.0,0.0,0.006216385179941476,0.006216385179941476,0.006216385179941476
43,-0.00765162694535522,0.0083213074035547,0.004412224460828304,0.0005091762735085403,0.0005091762735085403,0.003858438915018226,0.003858438915018226,0.003858438915018226
44,-0.0007840579904904546,0.014157815617099404,0.00035222546279317803,0.0,0.0,-0.006074043696639853,-0.006074043696639853,-0.006074043696639853
45,0.005249831610020968,0.02809710477958297,0.0006188808041594587,0.0,0.0,0.00048571510024624626,0.00048571510024624626,0.00048571510024624626
46,0.019325004849655616,0.005644168704489963,-0.9943535980058964,-0.9991163441880542,0.0008836558119458467,0.014560888339880852,-0.9854391116601191,0.014560888339880852
47,0.002108819850587812,0.017050693458177824,-0.0036081489958340847,0.0,0.0,-0.0031811658555614777,-0.0031811658555614777,-0.0031811658555614777
48,-0.0011953059583695836,1.0397295355677738,0.00508122926664471,0.0,0.0,0.0035527824570737213,0.0035527824570737213,0.0035527824570737213
49,0.003156582395238893,0.023830668689573904,-0.007883215932589643,0.0,0.0,0.0004779559364577209,-0.01234608442112586,0.0004779559364577209
50,-0.00622189212222156,0.0058232401676476045,-0.0029478069432846863,0.000453054171604342,0.000453054171604342,-0.00622189212222156,-0.00622189212222156,-0.00622189212222156
51,1.5808214188410834,0.015859231919744383,-0.006788139136930539,-0.0008792350234332933,-0.0008792350234332933,-0.01574107856386543,-0.01574107856386543,-0.01574107856386543
52,-0.006989619128708644,0.034038615455914877,-0.0006138084722429537,0.0,0.0,-0.002138137654784986,-0.002138137654784986,-0.002138137654784986
53,-1.0040434689951045,0.03688137253103862,0.002228948602880983,0.00040656905934512096,0.00040656905934512096,-0.9992953805796612,-0.9992953805796612,-0.9992953805796612
54,0.012873132248813444,0.030161482960816503,0.0033602371805876094,0.0,0.0,0.005395076339918923,0.005395076339918923,0.005395076339918923
55,0.00971767383522594,0.030391760129560838,-0.001322124492602666,0.0,0.0,-0.005784992981138864,-0.005784992981138864,-0.005784992981138864
56,-1.0048563895280471,-0.5753689121098947,-0.0034613079909037495,0.0,0.0,-0.00010830111260386176,-0.00010830111260386176,-0.00010830111260386176
57,0.01976709187272497,0.00608625572755928,0.0015903420250408867,0.0022090816660908707,0.0022090816660908707,0.0038624177577499066,-0.007364837665504236,-0.007364837665504236
58,0.012571712061678475,0.33563755599654227,-0.629598700807723,0.0,0.0,-0.007515275572551463,-0.007515275572551463,-0.007515275572551463
59,0.004489150784328811,-0.9825930774942262,-0.9979677101640545,0.0,0.0,0.0011333559217305434,0.0011333559217305434,0.0011333559217305434
60,1.0035528816286567,0.0226569588611847,0.0015909256168150107,0.0005701301516927191,0.0005701301516927191,1.0035528816286567,0.9963213123975809,0.0035528816286567715
61,0.008372031207399112,0.036966643140270074,-0.0005063873115062902,0.0,0.0,-0.006091470660844295,-0.006091470660844295,0.004796845481891941
62,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
63,-0.0068432717156962,0.011026524842704919,-0.0015734979788784818,0.9999999198286983,0.9999999198286983,0.0003882975153797279,0.0003882975153797279,0.0003882975153797279
64,-0.011197634286140283,0.03646917444483608,0.0008474980037287779,0.0,0.0,0.00029800455168923665,0.00029800455168923665,0.00029800455168923665
65,-0.010533319719844652,0.012952883093086934,-0.0013973849774896094,-0.0005554382994724231,-0.0005554382994724231,-0.006141981824239041,-0.006141981824239041,-0.006141981824239041
66,1.0216930000323006,1.0627212346169241,-0.0009771186426000508,0.0,0.0,0.00578592133942661,0.00578592133942661,1.06718646600357
67,-0.01121196396391025,0.004760970384999504,0.0008518874422733817,0.0,0.0,0.00029810189646341457,0.00029810189646341457,0.00029810189646341457
68,1.0015440201185444,0.017516954467454104,0.0019205181583392549,0.0,0.0,0.00011503027141958962,0.00011503027141958962,0.00011503027141958962
69,0.006445783062653033,0.020485379520658778,0.0019491628802805149,0.0,0.0,0.0025165158832922063,0.0025165158832922063,0.0025165158832922063
70,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
71,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.00044440192269767627,0.00044440192269767627,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
72,-0.0036662652816699536,0.013622085430333145,0.004638676050362801,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
73,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
74,0.008503441273772148,0.02760277277551194,-0.998675930890037,0.0,0.0,-0.00114672875994713,-0.00114672875994713,-0.00114672875994713
75,0.005454934671143735,0.024554266172883633,-1.0017244374926653,-0.9999999034559832,0.0,0.005454934671143735,-0.004195235362575549,-0.004195235362575549
76,0.00013547542501028876,0.019239552657537906,0.005161715421711029,0.0,0.0,0.00013547542501028876,0.00013547542501028876,0.00013547542501028876
77,0.00013547542501028876,0.019239552657537906,-0.0018264805868317589,0.0,0.0,0.00013547542501028876,1.0073309768292142,0.00013547542501028876
78,-0.0068432717156962,0.011026524842704919,-0.0015734979788784818,0.0,0.0,0.0003882975153797279,0.0003882975153797279,0.0003882975153797279
79,-0.008485741578582116,0.03918106715239412,0.007959230867557874,-1.0,0.0,-0.9969901027407527,-0.9969901027407527,0.0030098972592472323
80,-0.0036662652816699536,0.013622085430333145,-0.004299264244201939,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
81,-0.004110667204367654,0.013177683507635358,-0.000284680984462948,0.0,0.0,-0.00027340988542820424,-0.00027340988542820424,-0.00027340988542820424
82,0.011524869235683907,0.024440686828527968,-1.001091857932921,0.0,0.0,-0.0017463944919969435,-0.0017463944919969435,-0.0017463944919969435
83,-0.002332237572172646,0.014956113139830321,0.0014937486477322036,0.0,0.0,0.0015050197467668487,0.0015050197467668487,0.0015050197467668487
84,0.013485295950460335,0.026401113543304135,-0.9991314312181447,0.0,0.0,0.0002140322227791839,0.0002140322227791839,0.0002140322227791839
85,-0.009428194609374671,0.0055136789982153135,-0.0014054208855005903,0.0,0.0,-7.140435112264257e-05,-7.140435112264257e-05,-7.140435112264257e-05
86,1.0057166890349427,0.019838036168187204,-0.5897870352351342,1.0000000820775787,1.0000000820775787,1.0100431039765208,1.0100431039765208,1.0100431039765208
87,-0.011445580806119151,0.029582653778504612,-0.00016783017276264335,0.0,0.0,-0.006594099332195553,-0.006594099332195553,-0.006594099332195553
88,0.00583565797385522,0.0249397352063828,-0.0030788283719219993,0.0,0.0,0.00583565797385522,0.00583565797385522,0.00583565797385522
89,-1.0048563895280471,0.03606845199809628,0.001416028069938424,0.0,0.0,-0.00010830111260386176,-0.00010830111260386176,-0.00010830111260386176
90,0.01250488216218591,0.019506436001086543,-1.0003961084553217,0.00040149896004648754,0.00040149896004648754,-0.006401981655786287,-0.016670317109613392,0.013918002723809587
91,-0.012514810446397613,0.0249274392686645,-0.024114729984025356,0.0010524148418501874,0.0010524148418501874,-0.000980699227843859,-0.000980699227843859,-0.000980699227843859
92,-0.9946395619544675,0.02809710477958297,0.0006188808041594587,-1.0,0.0,0.00048571510024624626,-0.9995142848997538,0.00048571510024624626
93,-1.003869058479731,0.0437688966389625,0.003132495359169779,0.0007940291466146915,0.0007940291466146915,0.007597726745815766,-0.9924022732541843,-0.0024559379181072075
94,-1.0016023110325638,0.005513715428105805,-0.9991033383628302,0.0,0.0,-7.136792123222212e-05,-7.136792123222212e-05,-7.136792123222212e-05
95,-0.013606390804338016,0.02883635039198647,-0.0021857994941770513,0.0,0.0,-0.0016217266294942343,-0.0016217266294942343,-0.0016217266294942343
96,-0.012056010238141518,0.03038673095818321,-0.004471712197028689,0.0,0.0,-7.13460632975144e-05,-7.13460632975144e-05,-7.13460632975144e-05
97,0.0001356197080696747,0.012180751997938728,-0.000949695092208687,0.0,0.0,0.0001356197080696747,0.0001356197080696747,0.0001356197080696747
98,-0.008938085495093763,0.03872872323588281,0.0031070467947754534,0.0018077295972316982,0.0018077295972316982,0.0025575533427358295,-0.9974424466572642,0.0025575533427358295
99,0.005916832407458206,0.004647204323632692,0.0010555059688626077,0.0,0.0,-0.00037247538197077043,0.9996275246180293,-0.00037247538197077043
100,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
101,-0.0013009690596539178,0.021546304109908394,0.0031718226236677246,0.0,0.0,-0.006065085569428413,-0.006065085569428413,-0.006065085569428413
102,-0.003922603620969213,0.007049959871531738,0.00026209928631482874,0.0,0.0,-0.0004977182905348968,0.014299283637545691,-0.0004977182905348968
103,-1.0002906102585436,0.00671094358035721,-0.9982924592938675,0.0,-1.0,0.0011225103030800315,0.0011225103030800315,0.0011225103030800315
104,0.00783596029345935,0.02128928697613649,0.004481404072955222,0.0007147638854744023,0.0007147638854744023,0.00783596029345935,-0.010311386416800187,0.02575786829072168
105,-0.005157895445963718,1.0151393187327395,0.0035484830606772265,0.0,0.999999912547366,1.0002733510278163,0.9915031414000842,0.008990568128925064
106,-0.003236203739578113,0.013592199365804329,-0.0034817746084895612,0.0,0.0,-0.004660384547127544,-0.004660384547127544,-0.004660384547127544
107,-0.0052624205545415345,0.015759876515193484,-0.003869404807373314,0.0,0.0,-0.0005143321390982891,-0.0005143321390982891,-0.0005143321390982891
108,0.0001536305689173718,0.025856308501488033,0.0014659385388414092,0.0,0.0,-0.0046056767730360895,-0.0046056767730360895,-0.0046056767730360895
109,-0.9968043680479993,0.010298175958657261,-0.001672895431374747,0.0,0.0,-0.0003434850449048455,-0.0003434850449048455,-0.0003434850449048455
110,-0.005886682140151985,0.01140166857185104,0.002418259191880887,0.0,0.0,-0.002049424821212481,-0.002049424821212481,-0.002049424821212481
111,1.0060785815572968,0.4427771624104538,0.002202812311232561,1.0,1.0,0.007506128852928907,1.007506128852929,0.007506128852928907
112,-0.0068432717156962,0.011026524842704919,-0.0015734979788784818,0.0,0.0,0.0003882975153797279,0.0003882975153797279,0.0003882975153797279
113,-0.011649060152458977,0.036017748578517465,0.00039607213741003135,0.0,0.0,-0.00015342131462956138,-0.00015342131462956138,-0.00015342131462956138
114,-0.024372207176136106,0.023265747942557487,-0.027354392959477898,-0.0007830537962446452,-0.0007830537962446452,-0.0029213333779672082,-1.0129054219505893,-0.012905421950589406
115,-0.004312129155800136,0.013557667402601073,0.0009576445810175467,0.0,0.0,0.0029194400752758187,0.0029194400752758187,0.0029194400752758187
116,0.007964862049632716,0.00408909280356811,-0.002224332177423842,0.0006289810643069464,0.0006289810643069464,0.009392409345264611,0.009392409345264611,-0.0065491345237569595
117,0.004598110858411719,0.0303007887909822,-0.002119572259613064,0.0,0.0,-0.0001611964835418086,-0.0001611964835418086,-0.0001611964835418086
118,0.0001356197080696747,0.012180751997938728,-0.000949695092208687,0.0,0.0,0.0001356197080696747,0.0001356197080696747,0.0001356197080696747
119,-0.9965373804791511,0.020750970232851735,-0.0016091658770378797,0.0,0.0,0.0072998768397881785,-0.00401543638804579,-0.00401543638804579
120,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
121,-0.0066749462938257495,0.005370185996043192,0.0009798475782277704,0.0,0.0,-0.0066749462938257495,-0.0066749462938257495,-0.0066749462938257495
122,-0.012056010238141518,0.03038673095818321,-0.0006354189279803055,0.0,0.0,-7.13460632975144e-05,-7.13460632975144e-05,-7.13460632975144e-05
123,-0.006387465523743182,0.0065283520691006135,-0.9986123410499638,0.0,0.0,0.000104525570005866,0.000104525570005866,0.000104525570005866
124,0.005062822419015882,0.004675175966352971,-0.0017517771372335207,-0.0006184799913117912,-0.0006184799913117912,0.0002097391960526461,0.0002097391960526461,0.0002097391960526461
125,-0.01104703597413724,0.045666698991813866,-0.0011996059480391251,0.0,0.0,-0.007204969679743067,-0.007204969679743067,-0.007204969679743067
126,0.004812170152572988,0.027659443322135296,0.00018121934671160153,0.0,0.0,4.805364279817974e-05,4.805364279817974e-05,4.805364279817974e-05
127,0.00010735278504679599,0.0071089066239477606,-0.9978944962502769,0.0003979630435905491,0.0003979630435905491,0.0015204733466705213,0.0015204733466705213,0.0015204733466705213
128,0.0006158553425736413,0.02410205815550514,0.0026290306164887594,0.0005596020496245658,0.0005596020496245658,0.0050071932381792325,0.9979177684518598,0.0050071932381792325
129,-0.006033411642046667,0.5286444408846784,0.5534505536980808,0.0,0.0,-0.0074575924495961605,0.010244409283862811,-0.0074575924495961605
130,0.0006410145138226271,0.021315100808157607,0.0014181604962428393,0.0,0.0,-0.002037611944958669,-0.002037611944958669,-0.002037611944958669
131,0.004108781216772599,0.02008171556568266,0.0006117466819625276,0.0,0.0,0.0026797913696481076,0.0026797913696481076,-0.010376361455798254
132,0.00013542733066035977,0.01923475883240041,-0.0018279733402363808,-1.0,-1.0,0.00013542733066035977,0.00013542733066035977,-0.9998645726693396
133,0.5763576113767037,0.6148113579489579,0.5873301748692045,0.0,1.0,0.579782496707138,0.579782496707138,0.579782496707138
134,0.005798439710181308,0.019838036168187204,0.013633144865357615,0.0,0.0,0.0018691725308207453,-0.014618950257748356,-0.014618950257748356
135,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
136,0.010178079832067461,0.027466430544070407,0.000665184763841423,0.0,0.0,0.002700023923173016,0.002700023923173016,0.002700023923173016
137,0.0016720606715803306,0.9957792985494457,0.0014264898026688307,0.0,0.0,0.0002478798640306582,0.0002478798640306582,0.0002478798640306582
138,-0.012056010238141518,0.03038673095818321,-0.0006354189279803055,0.0,0.0,-7.13460632975144e-05,-7.13460632975144e-05,-7.13460632975144e-05
139,0.002847855083339303,0.0004423809653032815,0.0004423809653032815,0.0,0.0,-0.005144935670191467,-0.005144935670191467,-0.005144935670191467
140,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
141,0.012756047262131432,0.03343013355646635,0.0017162489343028177,0.0,0.0,-0.0027466195542334313,-0.0027466195542334313,-0.0027466195542334313
142,-0.003336238664316135,0.0076363248281846995,0.0008484642429676587,0.0,0.0,8.864666611813121e-05,8.864666611813121e-05,8.864666611813121e-05
143,-0.010375910335677663,0.010298175958657261,-0.001672895431374747,0.0,0.0,-0.0003434850449048455,-0.0003434850449048455,-0.0003434850449048455
144,0.006168825168111943,0.021110698775701722,0.00045185632168997305,0.0,0.0,0.0008788394619624667,0.0008788394619624667,0.0008788394619624667
145,0.015292847233534525,0.004253048905705932,0.0003439659629796912,0.0005077427211849495,0.0005077427211849495,-0.00020981958283035793,-0.00020981958283035793,-0.00020981958283035793
146,-0.009428194609374671,0.0055136789982153135,0.0055136789982153135,0.0,0.0,-7.140435112264257e-05,-7.140435112264257e-05,-7.140435112264257e-05
147,-0.00980530536757228,0.02484801033387227,0.0006836184310205156,0.0,0.0,-0.0030499167722673796,-0.0030499167722673796,-0.0030499167722673796
148,0.0001356197080696747,0.012180751997938728,0.003409704887006744,0.0,0.0,0.0001356197080696747,0.0001356197080696747,0.0001356197080696747
149,-1.0006237360997559,0.017409212302299117,-0.001963091596701683,0.0,0.0,-0.9999963409861984,-0.9999963409861984,3.6590138016276485e-06
150,0.006222849374036574,0.02970905218696828,0.0011491123053991473,0.0,0.0,-0.003599671950058749,-0.003599671950058749,-0.003599671950058749
151,0.0005908180180615763,0.012635950307930596,-0.0004944967822166588,0.0,0.0,0.0005908180180615763,0.0005908180180615763,0.0005908180180615763
152,-0.00743024995917792,1.032483748299387,-0.0020081036369643175,0.0,0.0,1.0000237205797253,0.00884757096673148,-0.008854430766727428
153,-0.9946395619544675,0.02809710477958297,0.0006188808041594587,-0.9995624495227946,-0.9995624495227946,-0.9995142848997538,-0.9995142848997538,-0.9995142848997538
154,-0.0023719902362120955,0.0183020960581231,-0.01341178856404056,-0.0010036019587991573,-0.0010036019587991573,-0.00505061669499327,0.007660435054560606,-0.00505061669499327
155,0.007121196407984823,1.0205745230906622,0.031889431535010386,0.0,0.0,0.025043104405247266,0.025043104405247266,0.025043104405247266
156,0.0043746414255051436,0.027221914595067363,-0.00025630938035599147,0.0,0.0,-0.00038947508426934624,-0.00038947508426934624,-0.00038947508426934624
157,-0.004312129155800136,0.013557667402601073,0.0009576445810175467,0.0,0.0,0.0029194400752758187,0.0029194400752758187,0.0029194400752758187
158,-0.003236203739578113,0.013592199365804329,-0.0034817746084895612,0.0,0.0,-0.004660384547127544,-0.004660384547127544,-0.004660384547127544
159,-0.0054428270413982415,0.011845523670604804,-0.006075826003930278,-0.0008881200729520635,-0.0008881200729520635,-0.0016055697224588055,-0.0016055697224588055,-0.0016055697224588055
160,-0.014735003829359168,0.00255334688264361,-0.0019425668198744773,0.0,0.0,0.00032950891283444275,0.00032950891283444275,0.00032950891283444275
161,-0.00440842394862508,0.00763670834124385,-0.001134338769688307,0.0,0.0,-0.00440842394862508,-0.00440842394862508,-0.00440842394862508
162,0.004598110858411719,0.0303007887909822,-0.002119572259613064,0.0004945663500630194,0.0004945663500630194,-0.0001611964835418086,-0.0001611964835418086,-0.0001611964835418086
163,0.002565810717681421,0.01660540717568737,-0.0019308094646908842,-0.0006458941576635727,-0.0006458941576635727,-0.0013634564616792255,-0.0013634564616792255,-0.0013634564616792255
164,-0.000774415478837163,0.01127071681103189,-0.0018597302791154527,0.0,0.0,-0.000774415478837163,-0.000774415478837163,-0.000774415478837163
165,-0.011719885443203985,0.004253048905705932,0.0003439659629796912,-0.0005079214792936485,-0.0005079214792936485,-0.00020981958283035793,-0.00020981958283035793,-0.00020981958283035793
166,-0.01121196396391025,0.004760970384999504,-0.0030549049818369106,0.0,0.0,0.00029810189646341457,0.00029810189646341457,0.00029810189646341457
167,-1.00366626528167,0.013622085430333145,-0.9998380248349137,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
168,-0.006200554068313714,0.03557989920702644,0.000816156011291851,0.00046237699710888615,0.00046237699710888615,0.0002649875943104283,0.0002649875943104283,0.0002649875943104283
169,0.004812170152572988,0.027659443322135296,0.00018121934671160153,0.0,0.0,4.805364279817974e-05,4.805364279817974e-05,4.805364279817974e-05
170,0.006492881300096954,0.054130836418790365,0.013494435138997583,0.01036193977982775,0.01036193977982775,0.01795966652564345,0.01795966652564345,0.007906001861720482
171,0.022357212341631964,0.04796304362383552,-0.989790482566519,0.0,0.0,-0.004618681779471574,0.023763119590350868,0.023763119590350868
172,0.9967262027060255,0.01583027993855316,0.001752442702726452,0.0,0.0,-0.003273797293974533,-0.003273797293974533,-0.003273797293974533
173,-0.011649060152458977,0.036017748578517465,0.00039607213741003135,0.0,0.0,-0.00015342131462956138,-0.00015342131462956138,-0.00015342131462956138
174,0.006613547778516076,1.026910761957219,-0.0018896429080384825,0.9999999118308911,0.9999999118308911,0.0032745846245638578,0.0032745846245638578,0.0032745846245638578
175,0.012103383202139517,0.01910493704104034,0.004154072149340826,0.0016052863058489623,0.0016052863058489623,0.0033922864900558704,0.0033922864900558704,0.0033922864900558704
176,0.0045866398429852745,0.016007231153146142,0.0007330767304944987,0.0005230200834966022,0.0005230200834966022,0.0033959152700958613,-0.009900907343362042,-0.009900907343362042
177,-0.006931412310265159,1.023946746347959,0.9990042276858306,-0.0004813180856963489,0.9995186819143036,-0.0025232420607632245,-0.0025232420607632245,0.9974767579392367
178,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
179,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
180,0.011524862805757295,0.02881321351776036,0.0020119677375313515,0.00044899144540354595,0.00044899144540354595,0.004046806896862772,0.004046806896862772,0.004046806896862772
181,-0.006387465523743182,0.0065283520691006135,-0.9986123410499638,0.0,0.0,0.000104525570005866,0.000104525570005866,0.000104525570005866
182,-0.01515523792115507,0.02728750327516943,0.00010455828654984799,-0.0015488471168169308,-0.0015488471168169308,0.009885579079135077,-1.003170573746311,-0.003170573746311127
183,0.006463492660613171,0.006884138033236357,0.0010794934154142088,0.0006854857008785611,0.0006854857008785611,0.0007388490224294389,0.0007388490224294389,0.0007388490224294389
184,0.0001356197080696747,0.012180751997938728,-0.000949695092208687,0.0,0.0,0.0001356197080696747,0.0001356197080696747,0.0001356197080696747
185,-0.0036662652816699536,0.013622085430333145,0.00015972093823490345,0.0,0.0,0.0001709920372696566,0.0001709920372696566,0.0001709920372696566
186,-1.504161965665306e-05,0.014024554838349306,0.0016402301862960679,0.0,0.0,-0.003944308799017196,-0.003944308799017196,-0.003944308799017196
187,-0.016902564191946797,0.005944708977615572,0.001332024050779588,0.0,0.0,0.0003596256282773671,0.0003596256282773671,0.0003596256282773671
188,0.00013547542501028876,0.019239552657537906,-0.0018264805868317589,0.0,1.0,0.00013547542501028876,0.00013547542501028876,0.00013547542501028876
189,0.012935079593455476,0.024980211883324662,-0.00116816772413802,0.0,0.0,0.00134710531824372,0.00134710531824372,0.00134710531824372
190,-0.001103425194093258,0.005913284885512145,0.001627392075143027,0.0,0.0,-1.0064150513078227,0.005362116468530751,0.005362116468530751
