Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0205,0.9891996676820826,0.7795624480753254,0.9753530877873166,0.9972306840210468,0.9975076156189421,0.98698421489892,0.9842148989199667,0.9855995569094433
0.021,0.9891996676820826,0.7903627803932428,0.9759069509831072,0.9972306840210468,0.9975076156189421,0.9872611464968153,0.9842148989199667,0.9858764885073387
0.0215,0.9894765992799779,0.8044862918859041,0.9761838825810025,0.9972306840210468,0.9975076156189421,0.9872611464968153,0.9847687621157574,0.986153420105234
0.022,0.9894765992799779,0.814732761008031,0.9767377457767932,0.9972306840210468,0.9975076156189421,0.9872611464968153,0.985322625311548,0.9864303517031293
0.0225,0.9897535308778732,0.8255330933259485,0.977568540570479,0.9972306840210468,0.9975076156189421,0.9872611464968153,0.985322625311548,0.9864303517031293
0.023,0.9897535308778732,0.8316255884796455,0.977568540570479,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.9867072833010246
0.0235,0.9903073940736639,0.8429797839933536,0.977568540570479,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.9867072833010246
0.024,0.9903073940736639,0.8518415951260039,0.9778454721683744,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.98698421489892
0.0245,0.9903073940736639,0.8576571586818056,0.9778454721683744,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.98698421489892
0.025,0.9903073940736639,0.8723345333702576,0.9786762669620603,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.9872611464968153
0.0255,0.9905843256715591,0.8991968983661036,0.9786762669620603,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.985322625311548,0.9872611464968153
0.026,0.9905843256715591,0.9199667682082525,0.9789531985599557,0.9972306840210468,0.9975076156189421,0.9875380780947106,0.9858764885073387,0.9878150096926059
0.0265,0.9905843256715591,0.9241207421766824,0.979230130157851,0.9972306840210468,0.9975076156189421,0.9880919412905013,0.9864303517031293,0.9880919412905013
0.027,0.9908612572694544,0.9310440321240654,0.979230130157851,0.9972306840210468,0.9975076156189421,0.9880919412905013,0.9864303517031293,0.9880919412905013
0.0275,0.9911381888673497,0.9407366380504015,0.9795070617557463,0.9972306840210468,0.9975076156189421,0.9880919412905013,0.98698421489892,0.9883688728883966
0.028,0.9911381888673497,0.9459983384104126,0.9795070617557463,0.9972306840210468,0.9975076156189421,0.9880919412905013,0.98698421489892,0.9886458044862919
0.0285,0.991415120465245,0.9493215175851565,0.9795070617557463,0.9975076156189421,0.9977845472168374,0.9889227360841872,0.98698421489892,0.9889227360841872
0.029,0.991415120465245,0.9515369703683191,0.9795070617557463,0.9975076156189421,0.9977845472168374,0.9889227360841872,0.98698421489892,0.9891996676820826
0.0295,0.991415120465245,0.9545832179451675,0.9795070617557463,0.9977845472168374,0.9980614788147327,0.9889227360841872,0.98698421489892,0.9891996676820826
0.03,0.991415120465245,0.9565217391304348,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9891996676820826,0.9872611464968153,0.9891996676820826
0.0305,0.9916920520631404,0.958460260315702,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9891996676820826,0.9872611464968153,0.9891996676820826
0.031,0.9919689836610357,0.9617834394904459,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9891996676820826,0.9872611464968153,0.9891996676820826
0.0315,0.9919689836610357,0.9620603710883412,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9891996676820826,0.9872611464968153,0.9891996676820826
0.032,0.992245915258931,0.9626142342841318,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9891996676820826,0.9872611464968153,0.9891996676820826
0.0325,0.992245915258931,0.9637219606757131,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9894765992799779,0.9875380780947106,0.9894765992799779
0.033,0.992245915258931,0.9637219606757131,0.9797839933536416,0.9977845472168374,0.9980614788147327,0.9894765992799779,0.9875380780947106,0.9894765992799779
0.0335,0.992245915258931,0.9639988922736085,0.9797839933536416,0.9980614788147327,0.998338410412628,0.9894765992799779,0.9875380780947106,0.9894765992799779
0.034,0.992245915258931,0.9648296870672943,0.980060924951537,0.9980614788147327,0.998338410412628,0.9894765992799779,0.9878150096926059,0.9894765992799779
0.0345,0.992245915258931,0.965383550263085,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9894765992799779,0.9878150096926059,0.9894765992799779
0.035,0.992245915258931,0.9656604818609803,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9897535308778732,0.9880919412905013,0.9900304624757685
0.0355,0.992245915258931,0.966214345056771,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9886458044862919,0.9908612572694544
0.036,0.992245915258931,0.966214345056771,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.9908612572694544
0.0365,0.992245915258931,0.9667682082525616,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.9908612572694544
0.037,0.9925228468568263,0.9670451398504569,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.9911381888673497
0.0375,0.9925228468568263,0.9670451398504569,0.9803378565494323,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.038,0.9925228468568263,0.9673220714483522,0.9806147881473276,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.0385,0.9925228468568263,0.9678759346441429,0.9806147881473276,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.039,0.9925228468568263,0.9684297978399335,0.9806147881473276,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.0395,0.9925228468568263,0.9689836610357242,0.9806147881473276,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.04,0.9925228468568263,0.9692605926336195,0.9808917197452229,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.0405,0.9927997784547217,0.9692605926336195,0.9808917197452229,0.9980614788147327,0.998338410412628,0.9900304624757685,0.9889227360841872,0.991415120465245
0.041,0.993076710052617,0.9698144558294102,0.9811686513431183,0.9980614788147327,0.998338410412628,0.9903073940736639,0.9889227360841872,0.991415120465245
0.0415,0.993076710052617,0.9698144558294102,0.9814455829410136,0.9980614788147327,0.998338410412628,0.9903073940736639,0.9889227360841872,0.991415120465245
0.042,0.993076710052617,0.9698144558294102,0.9817225145389089,0.9980614788147327,0.998338410412628,0.9903073940736639,0.9889227360841872,0.991415120465245
0.0425,0.993076710052617,0.9700913874273055,0.9817225145389089,0.9980614788147327,0.998338410412628,0.9903073940736639,0.9889227360841872,0.991415120465245
0.043,0.993076710052617,0.9700913874273055,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9903073940736639,0.9889227360841872,0.991415120465245
0.0435,0.993076710052617,0.9703683190252008,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9905843256715591,0.9889227360841872,0.991415120465245
0.044,0.993076710052617,0.9709221822209915,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9905843256715591,0.9891996676820826,0.991415120465245
0.0445,0.993076710052617,0.9711991138188867,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9905843256715591,0.9891996676820826,0.991415120465245
0.045,0.993076710052617,0.971476045416782,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9905843256715591,0.9891996676820826,0.991415120465245
0.0455,0.993076710052617,0.9717529770146773,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9905843256715591,0.9891996676820826,0.991415120465245
0.046,0.9933536416505123,0.9717529770146773,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.991415120465245
0.0465,0.9933536416505123,0.9720299086125727,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9916920520631404
0.047,0.9933536416505123,0.9720299086125727,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9916920520631404
0.0475,0.9933536416505123,0.9720299086125727,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9916920520631404
0.048,0.9933536416505123,0.972306840210468,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9919689836610357
0.0485,0.9933536416505123,0.972306840210468,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9919689836610357
0.049,0.9933536416505123,0.972306840210468,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9919689836610357
0.0495,0.9933536416505123,0.972306840210468,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.9919689836610357
0.05,0.9933536416505123,0.9728607034062586,0.9819994461368042,0.9980614788147327,0.998338410412628,0.9908612572694544,0.9891996676820826,0.992245915258931
