Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.0385,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.039,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0395,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.04,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0405,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.041,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0415,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.042,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0425,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.043,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0435,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.044,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0445,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.045,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0455,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.046,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0465,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.047,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0475,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.048,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0485,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.049,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.0495,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
0.05,0.65,0.79,0.85,0.82,0.87,0.89,0.9,0.86,0.89
