Tolerance (%),boeck2015/tempodetector2016_default,davies2009/mirex_qm_tempotracker,percival2014/stem,schreiber2014/default,schreiber2017/ismir2017,schreiber2017/mirex2017,schreiber2018/cnn,schreiber2018/fcn,schreiber2018/ismir2018
0.013,0.68,0.16,0.76,0.26,0.5,0.5,0.5,0.48,0.44
0.0135,0.68,0.2,0.76,0.26,0.5,0.5,0.5,0.48,0.44
0.014,0.68,0.2,0.76,0.26,0.5,0.5,0.5,0.48,0.46
0.0145,0.68,0.2,0.76,0.26,0.5,0.5,0.52,0.52,0.48
0.015,0.68,0.2,0.76,0.26,0.5,0.5,0.52,0.52,0.48
0.0155,0.68,0.22,0.76,0.26,0.5,0.5,0.52,0.52,0.48
0.016,0.68,0.22,0.76,0.26,0.5,0.5,0.52,0.52,0.48
0.0165,0.68,0.22,0.76,0.28,0.5,0.5,0.52,0.52,0.48
0.017,0.68,0.22,0.78,0.28,0.52,0.52,0.52,0.52,0.48
0.0175,0.68,0.26,0.78,0.3,0.52,0.52,0.54,0.54,0.5
0.018,0.68,0.3,0.78,0.34,0.52,0.52,0.54,0.54,0.52
0.0185,0.68,0.3,0.78,0.36,0.54,0.54,0.56,0.56,0.52
0.019,0.68,0.3,0.78,0.36,0.54,0.54,0.56,0.56,0.52
0.0195,0.68,0.32,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.02,0.7,0.32,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.0205,0.7,0.36,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.021,0.7,0.36,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.0215,0.72,0.36,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.022,0.72,0.36,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.0225,0.72,0.38,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.023,0.72,0.4,0.78,0.38,0.54,0.54,0.56,0.56,0.52
0.0235,0.72,0.4,0.78,0.38,0.56,0.56,0.56,0.56,0.52
0.024,0.72,0.4,0.78,0.38,0.58,0.58,0.56,0.56,0.52
0.0245,0.74,0.4,0.78,0.38,0.58,0.58,0.56,0.56,0.52
0.025,0.74,0.4,0.78,0.38,0.58,0.58,0.58,0.56,0.52
0.0255,0.74,0.42,0.78,0.38,0.58,0.58,0.58,0.56,0.52
0.026,0.74,0.42,0.78,0.38,0.58,0.58,0.58,0.56,0.54
0.0265,0.74,0.46,0.78,0.4,0.58,0.58,0.58,0.56,0.54
0.027,0.74,0.46,0.78,0.4,0.58,0.58,0.58,0.56,0.54
0.0275,0.74,0.46,0.78,0.4,0.58,0.58,0.58,0.56,0.54
0.028,0.74,0.46,0.78,0.4,0.58,0.58,0.58,0.56,0.54
0.0285,0.74,0.46,0.78,0.42,0.58,0.58,0.58,0.56,0.54
0.029,0.74,0.46,0.78,0.42,0.58,0.58,0.58,0.56,0.54
0.0295,0.74,0.46,0.78,0.42,0.6,0.6,0.58,0.56,0.56
0.03,0.74,0.46,0.78,0.44,0.6,0.6,0.58,0.56,0.56
0.0305,0.74,0.46,0.78,0.48,0.6,0.6,0.58,0.56,0.58
0.031,0.74,0.48,0.78,0.48,0.6,0.6,0.58,0.56,0.58
0.0315,0.74,0.48,0.78,0.5,0.6,0.6,0.58,0.56,0.58
0.032,0.74,0.48,0.78,0.52,0.6,0.6,0.58,0.56,0.58
0.0325,0.74,0.48,0.78,0.52,0.6,0.6,0.58,0.56,0.58
0.033,0.74,0.48,0.78,0.52,0.6,0.6,0.58,0.56,0.58
0.0335,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.034,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.0345,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.035,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.0355,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.036,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.0365,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.037,0.74,0.48,0.78,0.54,0.6,0.6,0.58,0.58,0.58
0.0375,0.74,0.48,0.78,0.54,0.62,0.62,0.58,0.58,0.58
0.038,0.74,0.48,0.78,0.54,0.62,0.62,0.58,0.58,0.58
0.0385,0.74,0.48,0.78,0.56,0.62,0.62,0.58,0.58,0.58
0.039,0.74,0.48,0.78,0.56,0.62,0.62,0.58,0.58,0.58
0.0395,0.74,0.48,0.78,0.56,0.62,0.62,0.6,0.58,0.58
0.04,0.74,0.48,0.78,0.56,0.62,0.62,0.6,0.58,0.58
0.0405,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.6,0.6
0.041,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.6,0.62
0.0415,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.6,0.62
0.042,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.62,0.62
0.0425,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.62,0.62
0.043,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.62,0.62
0.0435,0.74,0.48,0.78,0.56,0.62,0.62,0.62,0.62,0.62
0.044,0.74,0.48,0.78,0.56,0.62,0.62,0.64,0.62,0.62
0.0445,0.74,0.48,0.78,0.56,0.62,0.62,0.64,0.64,0.62
0.045,0.74,0.48,0.78,0.56,0.62,0.62,0.64,0.64,0.62
0.0455,0.74,0.48,0.78,0.56,0.62,0.62,0.64,0.64,0.62
0.046,0.74,0.48,0.78,0.58,0.62,0.62,0.64,0.64,0.62
0.0465,0.74,0.48,0.78,0.58,0.62,0.62,0.64,0.64,0.62
0.047,0.74,0.48,0.78,0.58,0.62,0.62,0.64,0.64,0.62
0.0475,0.74,0.48,0.78,0.58,0.62,0.62,0.64,0.64,0.62
0.048,0.74,0.48,0.78,0.6,0.62,0.62,0.64,0.64,0.62
0.0485,0.74,0.48,0.78,0.6,0.62,0.62,0.64,0.64,0.62
0.049,0.74,0.48,0.78,0.6,0.62,0.62,0.64,0.64,0.62
0.0495,0.74,0.48,0.78,0.6,0.62,0.62,0.64,0.64,0.62
0.05,0.74,0.48,0.78,0.62,0.62,0.62,0.64,0.64,0.62
